CMDLINE ./build/main
MEM 757.437500 1782602592.1408
MEM 757.437500 1782602592.1960
MEM 757.437500 1782602592.2513
MEM 757.437500 1782602592.3064
MEM 757.437500 1782602592.3617
MEM 757.437500 1782602592.4148
MEM 757.437500 1782602592.4696
MEM 757.437500 1782602592.5241
MEM 757.437500 1782602592.5773
MEM 757.437500 1782602592.6324
MEM 757.437500 1782602592.6878
MEM 757.437500 1782602592.7402
MEM 757.437500 1782602592.7909
MEM 757.437500 1782602592.8439
MEM 757.437500 1782602592.8991
MEM 757.437500 1782602592.9546
MEM 757.437500 1782602593.0100
MEM 757.437500 1782602593.0653
MEM 757.437500 1782602593.1159
MEM 757.437500 1782602593.1711
MEM 757.437500 1782602593.2222
MEM 757.437500 1782602593.2776
MEM 757.437500 1782602593.3329
MEM 757.437500 1782602593.3882
MEM 757.437500 1782602593.4436
MEM 757.437500 1782602593.4953
MEM 757.437500 1782602593.5491
MEM 757.437500 1782602593.6045
MEM 757.437500 1782602593.6565
MEM 757.437500 1782602593.7083
MEM 757.437500 1782602593.7630
MEM 757.437500 1782602593.8174
MEM 757.437500 1782602593.8695
MEM 757.437500 1782602593.9241
MEM 757.437500 1782602593.9794
MEM 757.437500 1782602594.0329
MEM 757.437500 1782602594.0857
MEM 757.437500 1782602594.1403
MEM 757.437500 1782602594.1931
MEM 757.437500 1782602594.2484
MEM 757.437500 1782602594.3025
MEM 757.437500 1782602594.3574
MEM 757.437500 1782602594.4127
MEM 757.437500 1782602594.4657
MEM 757.437500 1782602594.5208
MEM 757.437500 1782602594.5741
MEM 757.437500 1782602594.6288
MEM 757.437500 1782602594.6834
MEM 757.437500 1782602594.7391
MEM 757.437500 1782602594.7940
MEM 757.437500 1782602594.8493
MEM 757.437500 1782602594.9045
MEM 757.437500 1782602594.9554
MEM 757.437500 1782602595.0106
MEM 757.437500 1782602595.0644
MEM 757.437500 1782602595.1159
MEM 757.437500 1782602595.1712
MEM 757.437500 1782602595.2265
MEM 757.437500 1782602595.2818
MEM 757.437500 1782602595.3325
MEM 757.437500 1782602595.3877
MEM 757.437500 1782602595.4407
MEM 757.437500 1782602595.4940
MEM 757.437500 1782602595.5491
MEM 757.437500 1782602595.6044
MEM 757.437500 1782602595.6585
MEM 757.437500 1782602595.7137
MEM 757.437500 1782602595.7657
MEM 757.437500 1782602595.8210
MEM 757.437500 1782602595.8718
MEM 757.437500 1782602595.9271
MEM 757.437500 1782602595.9815
MEM 757.437500 1782602596.0367
MEM 757.437500 1782602596.0907
MEM 757.437500 1782602596.1461
MEM 757.437500 1782602596.1991
MEM 757.437500 1782602596.2523
MEM 757.437500 1782602596.3074
MEM 757.437500 1782602596.3612
MEM 757.437500 1782602596.4158
MEM 757.437500 1782602596.4695
MEM 757.437500 1782602596.5232
MEM 757.437500 1782602596.5785
MEM 757.437500 1782602596.6326
MEM 757.437500 1782602596.6879
MEM 757.437500 1782602596.7426
MEM 757.437500 1782602596.7940
MEM 757.437500 1782602596.8492
MEM 757.437500 1782602596.9044
MEM 757.437500 1782602596.9597
MEM 757.437500 1782602597.0139
MEM 757.437500 1782602597.0676
MEM 757.437500 1782602597.1229
MEM 757.437500 1782602597.1782
MEM 757.437500 1782602597.2326
MEM 757.437500 1782602597.2879
MEM 757.437500 1782602597.3406
MEM 757.437500 1782602597.3959
MEM 757.437500 1782602597.4514
MEM 757.437500 1782602597.5062
MEM 757.437500 1782602597.5592
MEM 757.437500 1782602597.6129
MEM 757.437500 1782602597.6658
MEM 757.437500 1782602597.7211
MEM 757.437500 1782602597.7742
MEM 757.437500 1782602597.8295
MEM 757.437500 1782602597.8817
MEM 757.437500 1782602597.9372
MEM 757.437500 1782602597.9901
MEM 757.437500 1782602598.0455
MEM 757.437500 1782602598.0992
MEM 757.437500 1782602598.1545
MEM 757.437500 1782602598.2098
MEM 757.437500 1782602598.2605
MEM 757.437500 1782602598.3133
MEM 757.437500 1782602598.3679
MEM 757.437500 1782602598.4233
MEM 757.437500 1782602598.4785
MEM 757.437500 1782602598.5337
MEM 757.437500 1782602598.5890
MEM 757.437500 1782602598.6442
MEM 757.437500 1782602598.6994
MEM 757.437500 1782602598.7547
MEM 757.437500 1782602598.8074
MEM 757.437500 1782602598.8627
MEM 757.437500 1782602598.9175
MEM 757.437500 1782602598.9728
MEM 757.437500 1782602599.0275
MEM 757.437500 1782602599.0821
MEM 757.437500 1782602599.1325
MEM 757.437500 1782602599.1876
MEM 757.437500 1782602599.2417
MEM 757.437500 1782602599.2969
MEM 757.437500 1782602599.3492
MEM 757.437500 1782602599.4045
MEM 757.437500 1782602599.4592
MEM 757.437500 1782602599.5144
MEM 757.437500 1782602599.5658
MEM 757.437500 1782602599.6211
MEM 757.437500 1782602599.6715
MEM 757.437500 1782602599.7241
MEM 757.437500 1782602599.7755
MEM 757.437500 1782602599.8289
MEM 757.437500 1782602599.8824
MEM 757.437500 1782602599.9376
MEM 757.437500 1782602599.9929
MEM 757.437500 1782602600.0434
MEM 757.437500 1782602600.0981
MEM 757.437500 1782602600.1491
MEM 757.437500 1782602600.2043
MEM 757.437500 1782602600.2577
MEM 757.437500 1782602600.3129
MEM 757.437500 1782602600.3682
MEM 757.437500 1782602600.4235
MEM 757.437500 1782602600.4742
MEM 757.437500 1782602600.5287
MEM 757.437500 1782602600.5824
MEM 757.437500 1782602600.6356
MEM 757.437500 1782602600.6876
MEM 757.437500 1782602600.7407
MEM 757.437500 1782602600.7960
MEM 757.437500 1782602600.8491
MEM 757.437500 1782602600.9043
MEM 757.437500 1782602600.9580
MEM 757.437500 1782602601.0131
MEM 757.437500 1782602601.0657
MEM 757.437500 1782602601.1211
MEM 757.437500 1782602601.1765
MEM 757.437500 1782602601.2286
MEM 757.437500 1782602601.2824
MEM 757.437500 1782602601.3377
MEM 757.437500 1782602601.3931
MEM 757.437500 1782602601.4483
MEM 757.437500 1782602601.5024
MEM 757.437500 1782602601.5574
MEM 757.437500 1782602601.6127
MEM 757.437500 1782602601.6679
MEM 757.437500 1782602601.7232
MEM 757.437500 1782602601.7784
MEM 757.437500 1782602601.8311
MEM 757.437500 1782602601.8857
MEM 757.437500 1782602601.9408
MEM 757.437500 1782602601.9961
MEM 757.437500 1782602602.0491
MEM 757.437500 1782602602.1043
MEM 757.437500 1782602602.1574
MEM 757.437500 1782602602.2127
MEM 757.437500 1782602602.2680
MEM 757.437500 1782602602.3233
MEM 757.437500 1782602602.3773
MEM 757.437500 1782602602.4327
MEM 757.437500 1782602602.4879
MEM 757.437500 1782602602.5432
MEM 757.437500 1782602602.5984
MEM 757.437500 1782602602.6490
MEM 757.437500 1782602602.7043
MEM 757.437500 1782602602.7596
MEM 757.437500 1782602602.8149
MEM 757.437500 1782602602.8695
MEM 757.437500 1782602602.9205
MEM 757.437500 1782602602.9741
MEM 757.437500 1782602603.0301
MEM 757.437500 1782602603.0825
MEM 757.437500 1782602603.1357
MEM 757.437500 1782602603.1907
MEM 757.437500 1782602603.2439
MEM 757.437500 1782602603.2991
MEM 757.437500 1782602603.3543
MEM 757.437500 1782602603.4095
MEM 757.437500 1782602603.4649
MEM 757.437500 1782602603.5197
MEM 757.437500 1782602603.5750
MEM 757.437500 1782602603.6292
MEM 757.437500 1782602603.6825
MEM 757.437500 1782602603.7357
MEM 757.437500 1782602603.7908
MEM 757.437500 1782602603.8460
MEM 757.437500 1782602603.8981
MEM 757.437500 1782602603.9491
MEM 757.437500 1782602604.0043
MEM 757.437500 1782602604.0598
MEM 757.437500 1782602604.1148
MEM 757.437500 1782602604.1701
MEM 757.437500 1782602604.2232
MEM 757.437500 1782602604.2785
MEM 757.437500 1782602604.3289
MEM 757.437500 1782602604.3825
MEM 757.437500 1782602604.4338
MEM 757.437500 1782602604.4890
MEM 757.437500 1782602604.5443
MEM 757.437500 1782602604.5996
MEM 757.437500 1782602604.6548
MEM 757.437500 1782602604.7100
MEM 757.437500 1782602604.7645
MEM 749.890625 1782602604.8155
MEM 749.890625 1782602604.8709
MEM 749.890625 1782602604.9262
MEM 749.890625 1782602604.9815
MEM 749.890625 1782602605.0358
MEM 749.890625 1782602605.0909
MEM 749.890625 1782602605.1462
MEM 749.890625 1782602605.1991
MEM 749.890625 1782602605.2544
MEM 749.890625 1782602605.3097
MEM 749.890625 1782602605.3629
MEM 749.890625 1782602605.4181
MEM 749.890625 1782602605.4734
MEM 749.890625 1782602605.5286
MEM 749.015625 1782602605.5800
MEM 734.140625 1782602605.6352
MEM 734.140625 1782602605.6906
MEM 734.140625 1782602605.7440
MEM 734.140625 1782602605.7993
MEM 734.140625 1782602605.8546
MEM 734.140625 1782602605.9074
MEM 734.140625 1782602605.9607
MEM 734.140625 1782602606.0160
MEM 734.140625 1782602606.0713
MEM 734.140625 1782602606.1241
MEM 734.140625 1782602606.1788
MEM 734.140625 1782602606.2334
MEM 734.140625 1782602606.2887
MEM 734.140625 1782602606.3439
MEM 734.140625 1782602606.3991
MEM 734.140625 1782602606.4544
MEM 734.140625 1782602606.5097
MEM 734.140625 1782602606.5650
MEM 734.140625 1782602606.6158
MEM 734.140625 1782602606.6695
MEM 734.140625 1782602606.7233
MEM 734.140625 1782602606.7786
MEM 734.140625 1782602606.8339
MEM 734.140625 1782602606.8893
MEM 734.140625 1782602606.9407
MEM 734.140625 1782602606.9945
MEM 722.812500 1782602607.0484
MEM 711.937500 1782602607.1026
MEM 711.937500 1782602607.1574
MEM 711.937500 1782602607.2127
MEM 711.937500 1782602607.2677
MEM 711.937500 1782602607.3220
MEM 711.937500 1782602607.3741
MEM 711.937500 1782602607.4289
MEM 711.937500 1782602607.4834
MEM 711.937500 1782602607.5355
MEM 711.937500 1782602607.5907
MEM 711.937500 1782602607.6460
MEM 711.937500 1782602607.6991
MEM 711.937500 1782602607.7500
MEM 695.468750 1782602607.8053
MEM 695.468750 1782602607.8575
MEM 695.468750 1782602607.9128
MEM 695.468750 1782602607.9680
MEM 695.468750 1782602608.0208
MEM 695.468750 1782602608.0761
MEM 695.468750 1782602608.1310
MEM 695.468750 1782602608.1862
MEM 695.468750 1782602608.2415
MEM 695.468750 1782602608.2968
MEM 695.468750 1782602608.3512
MEM 695.468750 1782602608.4065
MEM 695.468750 1782602608.4575
MEM 695.468750 1782602608.5129
MEM 695.468750 1782602608.5683
MEM 695.468750 1782602608.6233
MEM 695.468750 1782602608.6773
MEM 695.468750 1782602608.7303
MEM 695.468750 1782602608.7824
MEM 695.468750 1782602608.8377
MEM 695.468750 1782602608.8930
MEM 695.468750 1782602608.9482
MEM 695.468750 1782602608.9991
MEM 695.468750 1782602609.0523
MEM 695.468750 1782602609.1075
MEM 695.468750 1782602609.1627
MEM 695.468750 1782602609.2148
MEM 695.468750 1782602609.2658
MEM 695.468750 1782602609.3211
MEM 695.468750 1782602609.3764
MEM 695.468750 1782602609.4316
MEM 695.468750 1782602609.4869
MEM 695.468750 1782602609.5422
MEM 695.468750 1782602609.5940
MEM 695.468750 1782602609.6493
MEM 695.468750 1782602609.7045
MEM 695.468750 1782602609.7597
MEM 695.468750 1782602609.8148
MEM 695.468750 1782602609.8665
MEM 678.015625 1782602609.9217
MEM 678.015625 1782602609.9771
MEM 678.015625 1782602610.0295
MEM 678.015625 1782602610.0827
MEM 678.015625 1782602610.1359
MEM 678.015625 1782602610.1913
MEM 678.015625 1782602610.2467
MEM 678.015625 1782602610.2982
MEM 678.015625 1782602610.3534
MEM 678.015625 1782602610.4074
MEM 678.015625 1782602610.4627
MEM 678.015625 1782602610.5159
MEM 678.015625 1782602610.5671
MEM 678.015625 1782602610.6225
MEM 678.015625 1782602610.6741
MEM 678.015625 1782602610.7294
MEM 678.015625 1782602610.7824
MEM 678.015625 1782602610.8377
MEM 678.015625 1782602610.8898
MEM 678.015625 1782602610.9407
MEM 678.015625 1782602610.9961
MEM 678.015625 1782602611.0491
MEM 678.015625 1782602611.1044
MEM 678.015625 1782602611.1596
MEM 678.015625 1782602611.2149
MEM 678.015625 1782602611.2657
MEM 678.015625 1782602611.3223
MEM 678.015625 1782602611.3773
MEM 678.015625 1782602611.4326
MEM 678.015625 1782602611.4879
MEM 678.015625 1782602611.5433
MEM 678.015625 1782602611.5982
MEM 678.015625 1782602611.6523
MEM 678.015625 1782602611.7074
MEM 678.015625 1782602611.7626
MEM 678.015625 1782602611.8179
MEM 678.015625 1782602611.8685
MEM 678.015625 1782602611.9212
MEM 671.171875 1782602611.9742
MEM 633.859375 1782602612.0294
MEM 633.859375 1782602612.0847
MEM 633.859375 1782602612.1402
MEM 633.859375 1782602612.1954
MEM 633.859375 1782602612.2470
MEM 633.859375 1782602612.3025
MEM 633.859375 1782602612.3570
MEM 633.859375 1782602612.4124
MEM 633.859375 1782602612.4660
MEM 633.859375 1782602612.5196
MEM 633.859375 1782602612.5741
MEM 633.859375 1782602612.6296
MEM 633.859375 1782602612.6849
MEM 633.859375 1782602612.7404
MEM 633.859375 1782602612.7941
MEM 633.859375 1782602612.8493
MEM 633.859375 1782602612.9047
MEM 633.859375 1782602612.9601
MEM 633.859375 1782602613.0137
MEM 633.859375 1782602613.0690
MEM 633.859375 1782602613.1241
MEM 633.859375 1782602613.1794
MEM 633.859375 1782602613.2347
MEM 633.859375 1782602613.2900
MEM 633.859375 1782602613.3440
MEM 633.859375 1782602613.3991
MEM 633.859375 1782602613.4544
MEM 633.859375 1782602613.5097
MEM 633.859375 1782602613.5650
MEM 633.859375 1782602613.6204
MEM 633.859375 1782602613.6742
MEM 633.859375 1782602613.7295
MEM 633.859375 1782602613.7848
MEM 633.859375 1782602613.8401
MEM 633.859375 1782602613.8940
MEM 633.859375 1782602613.9482
MEM 633.859375 1782602613.9992
MEM 633.859375 1782602614.0541
MEM 633.859375 1782602614.1076
MEM 633.859375 1782602614.1618
MEM 633.859375 1782602614.2171
MEM 633.859375 1782602614.2696
MEM 633.859375 1782602614.3232
MEM 633.859375 1782602614.3774
MEM 633.859375 1782602614.4325
MEM 633.859375 1782602614.4857
MEM 633.859375 1782602614.5409
MEM 633.859375 1782602614.5962
MEM 633.859375 1782602614.6492
MEM 633.859375 1782602614.7044
MEM 633.859375 1782602614.7561
MEM 633.859375 1782602614.8113
MEM 633.859375 1782602614.8648
MEM 633.859375 1782602614.9157
MEM 633.859375 1782602614.9710
MEM 633.859375 1782602615.0241
MEM 633.859375 1782602615.0772
MEM 633.859375 1782602615.1325
MEM 633.859375 1782602615.1859
MEM 633.859375 1782602615.2412
MEM 633.859375 1782602615.2964
MEM 633.859375 1782602615.3491
MEM 633.859375 1782602615.4044
MEM 633.859375 1782602615.4574
MEM 633.859375 1782602615.5127
MEM 633.859375 1782602615.5671
MEM 633.859375 1782602615.6217
MEM 633.859375 1782602615.6770
MEM 633.859375 1782602615.7289
MEM 633.859375 1782602615.7834
MEM 633.859375 1782602615.8387
MEM 633.859375 1782602615.8940
MEM 633.859375 1782602615.9491
MEM 633.859375 1782602616.0023
MEM 633.859375 1782602616.0578
MEM 633.859375 1782602616.1132
MEM 633.859375 1782602616.1680
MEM 633.859375 1782602616.2232
MEM 633.859375 1782602616.2741
MEM 613.671875 1782602616.3294
MEM 613.671875 1782602616.3846
MEM 613.671875 1782602616.4399
MEM 613.671875 1782602616.4953
MEM 613.671875 1782602616.5508
MEM 613.671875 1782602616.6023
MEM 613.671875 1782602616.6565
MEM 613.671875 1782602616.7091
MEM 613.671875 1782602616.7629
MEM 613.671875 1782602616.8158
MEM 613.671875 1782602616.8712
MEM 613.671875 1782602616.9250
MEM 613.671875 1782602616.9803
MEM 613.671875 1782602617.0325
MEM 613.671875 1782602617.0877
MEM 613.671875 1782602617.1408
MEM 613.671875 1782602617.1950
MEM 613.671875 1782602617.2491
MEM 613.671875 1782602617.3043
MEM 613.671875 1782602617.3574
MEM 613.671875 1782602617.4127
MEM 613.671875 1782602617.4658
MEM 613.671875 1782602617.5211
MEM 613.671875 1782602617.5720
MEM 613.671875 1782602617.6231
MEM 613.671875 1782602617.6742
MEM 613.671875 1782602617.7296
MEM 613.671875 1782602617.7843
MEM 613.671875 1782602617.8396
MEM 613.671875 1782602617.8949
MEM 613.671875 1782602617.9503
MEM 613.671875 1782602618.0023
MEM 613.671875 1782602618.0575
MEM 613.671875 1782602618.1128
MEM 613.671875 1782602618.1681
MEM 613.671875 1782602618.2234
MEM 613.671875 1782602618.2786
MEM 613.671875 1782602618.3324
MEM 613.671875 1782602618.3847
MEM 598.343750 1782602618.4397
MEM 598.343750 1782602618.4951
MEM 598.343750 1782602618.5471
MEM 598.343750 1782602618.5991
MEM 598.343750 1782602618.6542
MEM 598.343750 1782602618.7074
MEM 598.343750 1782602618.7588
MEM 598.343750 1782602618.8141
MEM 598.343750 1782602618.8657
MEM 598.343750 1782602618.9211
MEM 598.343750 1782602618.9741
MEM 598.343750 1782602619.0293
MEM 598.343750 1782602619.0847
MEM 598.343750 1782602619.1399
MEM 598.343750 1782602619.1940
MEM 598.343750 1782602619.2491
MEM 598.343750 1782602619.3044
MEM 598.343750 1782602619.3574
MEM 598.343750 1782602619.4127
MEM 598.343750 1782602619.4676
MEM 598.343750 1782602619.5218
MEM 598.343750 1782602619.5771
MEM 598.343750 1782602619.6332
MEM 598.343750 1782602619.6857
MEM 598.343750 1782602619.7407
MEM 598.343750 1782602619.7945
MEM 598.343750 1782602619.8491
MEM 598.343750 1782602619.9045
MEM 598.343750 1782602619.9575
MEM 598.343750 1782602620.0127
MEM 598.343750 1782602620.0680
MEM 598.343750 1782602620.1234
MEM 598.343750 1782602620.1742
MEM 598.343750 1782602620.2295
MEM 598.343750 1782602620.2815
MEM 598.343750 1782602620.3357
MEM 598.343750 1782602620.3907
MEM 598.343750 1782602620.4440
MEM 598.343750 1782602620.4991
MEM 598.343750 1782602620.5543
MEM 598.343750 1782602620.6081
MEM 598.343750 1782602620.6606
MEM 598.343750 1782602620.7148
MEM 598.343750 1782602620.7696
MEM 598.343750 1782602620.8217
MEM 598.343750 1782602620.8770
MEM 598.343750 1782602620.9314
MEM 598.343750 1782602620.9867
MEM 598.343750 1782602621.0420
MEM 598.343750 1782602621.0940
MEM 598.343750 1782602621.1485
MEM 598.343750 1782602621.2038
MEM 598.343750 1782602621.2590
MEM 598.343750 1782602621.3130
MEM 598.343750 1782602621.3657
MEM 598.343750 1782602621.4210
MEM 598.343750 1782602621.4741
MEM 598.343750 1782602621.5294
MEM 598.343750 1782602621.5825
MEM 598.343750 1782602621.6377
MEM 598.343750 1782602621.6930
MEM 598.343750 1782602621.7483
MEM 598.343750 1782602621.8035
MEM 598.343750 1782602621.8574
MEM 598.343750 1782602621.9127
MEM 598.343750 1782602621.9680
MEM 598.343750 1782602622.0231
MEM 598.343750 1782602622.0772
MEM 598.343750 1782602622.1324
MEM 598.343750 1782602622.1877
MEM 598.343750 1782602622.2407
MEM 598.343750 1782602622.2939
MEM 598.343750 1782602622.3491
MEM 598.343750 1782602622.4045
MEM 598.343750 1782602622.4597
MEM 598.343750 1782602622.5150
MEM 598.343750 1782602622.5695
MEM 598.343750 1782602622.6231
MEM 598.343750 1782602622.6741
MEM 587.375000 1782602622.7252
MEM 449.656250 1782602622.7805
MEM 449.656250 1782602622.8358
MEM 449.656250 1782602622.8907
MEM 449.656250 1782602622.9461
MEM 449.656250 1782602623.0003
MEM 449.656250 1782602623.0542
MEM 449.656250 1782602623.1095
MEM 449.656250 1782602623.1647
MEM 449.656250 1782602623.2177
MEM 449.656250 1782602623.2709
MEM 449.656250 1782602623.3261
MEM 449.656250 1782602623.3814
MEM 449.656250 1782602623.4356
MEM 449.656250 1782602623.4908
MEM 449.656250 1782602623.5461
MEM 449.656250 1782602623.5992
MEM 449.656250 1782602623.6523
MEM 449.656250 1782602623.7075
MEM 449.656250 1782602623.7626
MEM 449.656250 1782602623.8179
MEM 449.656250 1782602623.8732
MEM 449.656250 1782602623.9285
MEM 449.656250 1782602623.9839
MEM 449.656250 1782602624.0376
MEM 449.656250 1782602624.0928
MEM 449.656250 1782602624.1459
MEM 449.656250 1782602624.1982
MEM 449.656250 1782602624.2524
MEM 449.656250 1782602624.3059
MEM 449.656250 1782602624.3614
MEM 449.656250 1782602624.4143
MEM 449.656250 1782602624.4679
MEM 449.656250 1782602624.5233
MEM 449.656250 1782602624.5784
MEM 449.656250 1782602624.6312
MEM 449.656250 1782602624.6857
MEM 449.656250 1782602624.7369
MEM 449.656250 1782602624.7923
MEM 449.656250 1782602624.8476
MEM 449.656250 1782602624.9028
MEM 449.656250 1782602624.9582
MEM 449.656250 1782602625.0128
MEM 449.656250 1782602625.0668
MEM 449.656250 1782602625.1221
MEM 449.656250 1782602625.1775
MEM 449.656250 1782602625.2283
MEM 449.656250 1782602625.2815
MEM 449.656250 1782602625.3366
MEM 449.656250 1782602625.3919
MEM 449.656250 1782602625.4449
MEM 449.656250 1782602625.5002
MEM 449.656250 1782602625.5533
MEM 449.656250 1782602625.6083
MEM 449.656250 1782602625.6615
MEM 449.656250 1782602625.7167
MEM 449.656250 1782602625.7720
MEM 449.656250 1782602625.8225
MEM 449.656250 1782602625.8778
MEM 449.656250 1782602625.9330
MEM 449.656250 1782602625.9865
MEM 449.656250 1782602626.0418
MEM 449.656250 1782602626.0950
MEM 449.656250 1782602626.1502
MEM 449.656250 1782602626.2055
MEM 449.656250 1782602626.2607
MEM 449.656250 1782602626.3153
MEM 449.656250 1782602626.3667
MEM 449.656250 1782602626.4208
MEM 449.656250 1782602626.4761
MEM 449.656250 1782602626.5285
MEM 449.656250 1782602626.5789
MEM 449.656250 1782602626.6310
MEM 449.656250 1782602626.6864
MEM 449.656250 1782602626.7398
MEM 449.656250 1782602626.7949
MEM 449.656250 1782602626.8481
MEM 449.656250 1782602626.9032
MEM 449.656250 1782602626.9585
MEM 449.656250 1782602627.0088
MEM 449.656250 1782602627.0618
MEM 449.656250 1782602627.1172
MEM 449.656250 1782602627.1692
MEM 449.656250 1782602627.2248
MEM 449.656250 1782602627.2787
MEM 449.656250 1782602627.3343
MEM 449.656250 1782602627.3869
MEM 449.656250 1782602627.4422
MEM 449.656250 1782602627.4978
MEM 449.656250 1782602627.5525
MEM 449.656250 1782602627.6081
MEM 449.656250 1782602627.6604
MEM 449.656250 1782602627.7138
MEM 449.656250 1782602627.7669
MEM 449.656250 1782602627.8224
MEM 449.656250 1782602627.8779
MEM 449.656250 1782602627.9336
MEM 449.656250 1782602627.9868
MEM 449.656250 1782602628.0399
MEM 449.656250 1782602628.0955
MEM 449.656250 1782602628.1510
MEM 449.656250 1782602628.2053
MEM 449.656250 1782602628.2608
MEM 449.656250 1782602628.3156
MEM 449.656250 1782602628.3693
MEM 449.656250 1782602628.4249
MEM 449.656250 1782602628.4795
MEM 449.656250 1782602628.5318
MEM 444.140625 1782602628.5872
MEM 444.140625 1782602628.6391
MEM 434.515625 1782602628.6947
MEM 434.515625 1782602628.7474
MEM 405.406250 1782602628.8026
MEM 400.062500 1782602628.8567
MEM 400.062500 1782602628.9109
MEM 400.062500 1782602628.9656
MEM 400.062500 1782602629.0193
MEM 400.062500 1782602629.0737
MEM 392.140625 1782602629.1290
MEM 392.140625 1782602629.1843
MEM 392.140625 1782602629.2399
MEM 392.140625 1782602629.2951
MEM 392.140625 1782602629.3507
MEM 392.140625 1782602629.4061
MEM 392.140625 1782602629.4615
MEM 392.140625 1782602629.5170
MEM 392.140625 1782602629.5687
MEM 392.140625 1782602629.6201
MEM 392.140625 1782602629.6756
MEM 392.140625 1782602629.7310
MEM 392.140625 1782602629.7865
MEM 392.140625 1782602629.8421
MEM 381.406250 1782602629.8951
MEM 381.406250 1782602629.9506
MEM 381.406250 1782602630.0026
MEM 381.406250 1782602630.0534
MEM 371.265625 1782602630.1089
MEM 371.265625 1782602630.1610
MEM 371.265625 1782602630.2158
MEM 371.265625 1782602630.2691
MEM 360.515625 1782602630.3202
MEM 360.515625 1782602630.3757
MEM 360.515625 1782602630.4309
MEM 360.515625 1782602630.4859
MEM 360.515625 1782602630.5368
MEM 360.515625 1782602630.5923
MEM 349.140625 1782602630.6478
MEM 349.140625 1782602630.7029
MEM 349.140625 1782602630.7585
MEM 349.140625 1782602630.8118
MEM 349.140625 1782602630.8655
MEM 349.140625 1782602630.9193
MEM 337.906250 1782602630.9748
MEM 337.906250 1782602631.0286
MEM 337.906250 1782602631.0841
MEM 337.906250 1782602631.1368
MEM 337.906250 1782602631.1925
MEM 331.734375 1782602631.2445
MEM 299.890625 1782602631.2999
MEM 278.343750 1782602631.3526
MEM 278.343750 1782602631.4068
MEM 278.343750 1782602631.4608
MEM 278.343750 1782602631.5164
MEM 278.343750 1782602631.5694
MEM 278.343750 1782602631.6229
MEM 278.343750 1782602631.6784
MEM 278.343750 1782602631.7339
MEM 278.343750 1782602631.7868
MEM 278.343750 1782602631.8424
MEM 278.343750 1782602631.8951
MEM 278.343750 1782602631.9506
MEM 278.343750 1782602632.0062
MEM 278.343750 1782602632.0597
MEM 278.343750 1782602632.1118
MEM 278.343750 1782602632.1649
MEM 278.343750 1782602632.2202
MEM 278.343750 1782602632.2756
MEM 278.343750 1782602632.3285
MEM 278.343750 1782602632.3838
MEM 278.343750 1782602632.4392
MEM 278.343750 1782602632.4940
MEM 278.343750 1782602632.5493
MEM 278.343750 1782602632.6046
MEM 278.343750 1782602632.6589
MEM 278.343750 1782602632.7141
MEM 278.343750 1782602632.7694
MEM 278.343750 1782602632.8232
MEM 278.343750 1782602632.8782
MEM 278.343750 1782602632.9335
MEM 278.343750 1782602632.9866
MEM 278.343750 1782602633.0419
MEM 278.343750 1782602633.0947
MEM 278.343750 1782602633.1481
MEM 278.343750 1782602633.2032
MEM 278.343750 1782602633.2583
MEM 278.343750 1782602633.3116
MEM 278.343750 1782602633.3635
MEM 278.343750 1782602633.4188
MEM 278.343750 1782602633.4701
MEM 278.343750 1782602633.5256
MEM 278.343750 1782602633.5810
MEM 278.343750 1782602633.6364
MEM 278.343750 1782602633.6913
MEM 278.343750 1782602633.7449
MEM 278.343750 1782602633.7981
MEM 278.343750 1782602633.8533
MEM 278.343750 1782602633.9085
MEM 278.343750 1782602633.9615
MEM 278.343750 1782602634.0168
MEM 278.343750 1782602634.0686
MEM 278.343750 1782602634.1232
MEM 278.343750 1782602634.1783
MEM 278.343750 1782602634.2336
MEM 278.343750 1782602634.2866
MEM 278.343750 1782602634.3418
MEM 278.343750 1782602634.3949
MEM 278.343750 1782602634.4482
MEM 278.343750 1782602634.5034
MEM 278.343750 1782602634.5587
MEM 278.343750 1782602634.6140
MEM 278.343750 1782602634.6689
MEM 278.343750 1782602634.7232
MEM 278.343750 1782602634.7785
MEM 278.343750 1782602634.8316
MEM 278.343750 1782602634.8868
MEM 278.343750 1782602634.9407
MEM 278.343750 1782602634.9959
MEM 278.343750 1782602635.0512
MEM 278.343750 1782602635.1032
MEM 278.343750 1782602635.1585
MEM 278.343750 1782602635.2136
MEM 278.343750 1782602635.2689
MEM 278.343750 1782602635.3194
MEM 278.343750 1782602635.3699
MEM 278.343750 1782602635.4231
MEM 278.343750 1782602635.4784
MEM 278.343750 1782602635.5333
MEM 278.343750 1782602635.5886
MEM 278.343750 1782602635.6439
MEM 278.343750 1782602635.6981
MEM 278.343750 1782602635.7534
MEM 278.343750 1782602635.8083
MEM 278.343750 1782602635.8616
MEM 278.343750 1782602635.9169
MEM 278.343750 1782602635.9722
MEM 278.343750 1782602636.0275
MEM 278.343750 1782602636.0816
MEM 278.343750 1782602636.1366
MEM 278.343750 1782602636.1919
MEM 278.343750 1782602636.2474
MEM 278.343750 1782602636.3023
MEM 278.343750 1782602636.3576
MEM 278.343750 1782602636.4106
MEM 278.343750 1782602636.4654
MEM 278.343750 1782602636.5206
MEM 278.343750 1782602636.5759
MEM 278.343750 1782602636.6311
MEM 278.343750 1782602636.6825
